Reported Date,Total Dead and Missing,Location Coordinates
"October 15, 2023",4,"14.74941904, -88.771557"
"August 05, 2023",1,"31.78518692, -106.599178"
"October 14, 2023",1,"28.70377504, -100.512217"
"October 16, 2023",2,"25.88943132, -97.50763"
"October 16, 2023",1,"14.55333784, -92.217281"
"October 16, 2023",1,"31.76936142, -106.509529"
"October 16, 2023",1,"29.08557404, -100.470553"
"October 24, 2023",1,"27.63942372, -17.952236"
"October 21, 2023",1,"55.788042, 26.928627"
"October 24, 2023",2,"55.7836984, 27.312179"
"October 23, 2023",1,"43.47008949, 6.732627"
"October 17, 2023",1,"37.7758763, 26.601457"
"October 20, 2023",1,"25.13585782, 21.258318"
"October 16, 2023",1,"34.98422865, 10.898915"
"October 15, 2023",1,"35.01438832, 10.89509"
"October 23, 2023",8,"23.72818189, -15.930064"
"August 25, 2023",1,"11.24452208, 49.158401"
"September 06, 2023",1,"9.546577371, 45.54372"
"September 16, 2023",1,"9.546577371, 45.54372"
"October 22, 2023",1,"52.68924571, 23.891505"
"October 23, 2023",1,"52.57068806, 23.322195"
"July 24, 2023",1,"18.73986243, 7.390924"
"July 14, 2023",2,"18.73986243, 7.390924"
"July 08, 2023",1,"36.47593438, 2.828685"
"July 21, 2023",1,"16.9847236, 8.00525"
"August 15, 2023",1,"21.93539375, 13.626652"
"July 28, 2023",1,"32.60493927, 3.702675"
"August 09, 2023",6,"32.60493927, 3.702675"
"August 17, 2023",9,"35.70074358, -0.6358"
"September 11, 2023",1,"18.73986243, 7.390924"
"September 22, 2023",1,"24.368417, 14.465453"
"September 19, 2023",5,"22.10740974, 5.597983"
"September 30, 2023",1,"-11.42851437, 33.995827"
"October 26, 2023",1,"42.49857251, 25.997513"
"October 18, 2023",1,"25.88826045, -97.52269509"
"October 18, 2023",1,"28.65956513, -100.4826349"
"September 01, 2023",1,"31.8296264, -107.8856526"
"October 24, 2023",1,"28.67391328, -100.5034336"
"October 21, 2023",38,"12.86344184, -82.08315938"
"October 26, 2023",45,"16.03645094, -16.49143"
"October 26, 2023",2,"22.00513301, -18.073608"
"October 26, 2023",1,"30.17682986, -9.495288"
"October 28, 2023",20,"37.57571966, 12.839056"
"October 28, 2023",21,"26.95212477, -16.428656"
"October 30, 2023",3,"27.83692825, -16.62201"
"October 27, 2023",3,"46.15238907, 19.965731"
"October 29, 2023",1,"44.89668112, 6.641942"
"September 15, 2023",7,"-8.971999389, 33.918145"
"October 21, 2023",1,"25.91331374, -97.50978356"
"October 24, 2023",1,"14.90145367, -92.27452411"
"October 26, 2023",1,"14.88257683, -92.27949068"
"October 27, 2023",1,"14.87655146, -92.30753987"
"October 28, 2023",1,"28.69437149, -100.5109311"
"October 28, 2023",1,"28.69437149, -100.5109311"
"October 31, 2023",1,"16.28298237, -94.20655868"
"October 04, 2023",4,"27.43270275, -17.859799"
"November 07, 2023",1,"35.51464003, 12.551752"
"November 08, 2023",113,"21.18604144, -17.600929"
"November 03, 2023",1,"27.81479968, -17.915546"
"November 03, 2023",2,"27.68864809, -17.935369"
"November 03, 2023",2,"27.81479968, -17.915546"
"November 08, 2023",4,"28.947198, -99.656421"
"November 09, 2023",1,"27.636397, -17.978471"
"November 09, 2023",1,"21.662054, -101.315172"
"November 12, 2023",1,"40.571899, 21.019112"
"November 12, 2023",49,"13.319037, 43.204713"
"November 12, 2023",1,"35.4634353, 12.526837"
"November 13, 2023",4,"38.335726, 26.268284"
"November 13, 2023",1,"38.335726, 26.268284"
"November 13, 2023",2,"38.335726, 26.268284"
"November 11, 2023",1,"39.317709, 26.609903"
"November 11, 2023",1,"28.708651, -100.510702"
"November 04, 2023",1,"52.661763, 23.734527"
"November 12, 2023",1,"56.001224, 27.846376"
"November 10, 2023",1,"45.495112, 15.372366"
"August 04, 2023",8,"35.70074358, -0.6358"
"August 20, 2023",1,"18.73986243, 7.390924"
"November 14, 2023",1,"36.069582, -3.344217"
"November 10, 2023",1,"36.650208, 29.022756"
"October 27, 2023",2,"56.038483, 27.845911"
"November 12, 2023",1,"45.595494, 15.284295"
"November 11, 2023",1,"44.554378, 15.430992"
"November 17, 2023",1,"37.421027, 27.006339"
"November 15, 2023",1,"32.5415294, -117.03701"
"August 30, 2023",11,"29.23682294, -105.1103124"
"November 02, 2023",1,"28.34557412, -100.3153534"
"November 05, 2023",1,"28.34557412, -100.3153534"
"November 06, 2023",14,"-37.01791228, -73.16290124"
"November 08, 2023",1,"28.5338689, -100.4045339"
"November 08, 2023",1,"28.3460631, -100.3153236"
"November 08, 2023",1,"24.86588009, -102.843923"
"November 08, 2023",1,"16.43369006, -95.01324854"
"November 08, 2023",1,"27.83199896, -101.1385135"
"November 08, 2023",1,"25.51161009, -103.4256707"
"October 26, 2023",1,"8.463610283, -77.69197459"
"November 12, 2023",1,"28.7481471, -100.5149679"
"November 06, 2023",1,"8.467826865, -77.68955479"
"November 11, 2023",2,"28.70869927, -100.5101572"
"November 11, 2023",1,"28.20720979, -100.6183228"
"August 02, 2023",1,"8.446141023, -77.61817814"
"August 04, 2023",1,"8.467826865, -77.68955479"
"August 23, 2023",1,"8.444121749, -77.61840779"
"November 07, 2023",3,"36.81708493, 3.286828031"
"November 06, 2023",3,"32.32745199, 15.098676"
"November 19, 2023",1,"35.17325847, 8.829304"
"November 19, 2023",1,"45.520571, 15.325849"
"November 16, 2023",2,"50.938806, 1.907033"
"October 23, 2023",2,"56.041769, 27.852292"
"November 21, 2023",9,"35.442532, 12.585895"
"November 20, 2023",2,"31.761457, -106.394158"
"November 22, 2023",2,"50.642909, 1.555323"
"November 21, 2023",1,"35.442532, 12.585895"
"October 21, 2023",1,"32.81451278, 12.454624"
"November 20, 2023",1,"32.90819526, 13.231985"
"November 15, 2023",7,"27.48171, -17.881779"
"November 22, 2023",1,"41.006155, 28.807532"
"November 11, 2023",2,"28.709069, -100.511201"
"November 15, 2023",1,"28.682721, -100.508256"
"November 16, 2023",2,"28.663194, -100.501522"
"November 16, 2023",2,"28.702959, -100.510824"
"November 16, 2023",1,"28.693038, -100.509997"
"November 16, 2023",1,"14.946347, -92.253025"
"November 17, 2023",1,"28.626562, -106.029702"
"November 20, 2023",1,"25.833865, -101.128851"
"November 21, 2023",1,"28.647329, -100.473151"
"November 21, 2023",1,"28.647329, -100.473151"
"November 22, 2023",1,"27.68427, -101.301354"
"November 22, 2023",1,"35.884872, -5.321659"
"January 04, 2023",2,"18.28006466, 48.353326"
"January 11, 2023",2,"43.35179, 17.333222"
"January 20, 2023",3,"34.7806956, 10.825317"
"January 21, 2023",1,"34.7806956, 10.825317"
"February 01, 2023",1,"34.7806956, 10.825317"
"February 02, 2023",1,"17.50640719, 43.497369"
"February 17, 2023",5,"18.28006466, 48.353326"
"February 11, 2023",3,"43.331784, 17.347587"
"March 12, 2023",9,"17.50640719, 43.497369"
"March 12, 2023",1,"44.820744, 16.548748"
"March 10, 2023",2,"12.83495568, 44.926683"
"March 12, 2023",3,"14.82818741, 44.330954"
"March 14, 2023",1,"14.82818741, 44.330954"
"March 14, 2023",2,"16.77661287, 43.433547"
"March 14, 2023",2,"16.77661287, 43.433547"
"March 15, 2023",9,"43.286431, 17.180045"
"March 19, 2023",3,"12.83495568, 44.926683"
"March 19, 2023",2,"12.83495568, 44.926683"
"March 22, 2023",3,"34.7806956, 10.825317"
"March 22, 2023",3,"18.28006466, 48.353326"
"March 28, 2023",1,"34.7806956, 10.825317"
"April 01, 2023",3,"18.28006466, 48.353326"
"April 06, 2023",1,"43.331784, 17.347587"
"April 13, 2023",5,"34.7806956, 10.825317"
"April 17, 2023",2,"12.83495568, 44.926683"
"April 14, 2023",4,"18.28006466, 48.353326"
"April 05, 2023",1,"34.7806956, 10.825317"
"May 04, 2023",3,"17.77861643, 52.616021"
"May 01, 2023",1,"34.7806956, 10.825317"
"May 13, 2023",1,"34.7806956, 10.825317"
"May 14, 2023",2,"43.331784, 17.347587"
"May 21, 2023",6,"18.28006466, 48.353326"
"May 20, 2023",2,"18.28006466, 48.353326"
"June 03, 2023",3,"12.83495568, 44.926683"
"June 09, 2023",5,"43.242697, 17.249505"
"June 10, 2023",227,"34.7806956, 10.825317"
"June 12, 2023",7,"34.7806956, 10.825317"
"June 13, 2023",7,"34.7806956, 10.825317"
"June 14, 2023",5,"17.36953038, 43.297242"
"June 15, 2023",1,"34.7806956, 10.825317"
"July 25, 2023",1,"34.7806956, 10.825317"
"August 21, 2023",4,"34.7806956, 10.825317"
"August 22, 2023",7,"18.28006466, 48.353326"
"August 23, 2023",1,"17.36953038, 43.297242"
"August 30, 2023",5,"18.28006466, 48.353326"
"September 01, 2023",7,"34.7806956, 10.825317"
"September 11, 2023",13,"18.28006466, 48.353326"
"September 12, 2023",9,"18.28006466, 48.353326"
"September 18, 2023",19,"17.35966342, 46.39776"
"September 24, 2023",5,"18.28006466, 48.353326"
"November 09, 2023",1,"25.92175878, -100.3710001"
"November 24, 2023",1,"25.89760105, -97.49733609"
"November 24, 2023",2,"28.60856548, -100.4435616"
"November 25, 2023",1,"28.66806922, -100.5029188"
"November 25, 2023",1,"28.67768641, -100.5060063"
"November 25, 2023",1,"28.66472219, -100.5018784"
"November 25, 2023",1,"28.67417069, -100.5052417"
"November 27, 2023",1,"-19.26813693, -68.62484751"
"October 07, 2023",1,"32.00764405, -111.2907768"
"November 06, 2023",191,"14.92862521, -17.41490516"
"November 27, 2023",1,"42.65467455, 23.359433"
"November 29, 2023",4,"36.42882894, -6.230333"
"November 29, 2023",1,"27.38696725, -15.591935"
"December 03, 2023",1,"37.26418764, 13.552524"
"November 11, 2023",7,"34.6601654, 10.853588"
"November 17, 2023",35,"28.98013005, -10.622122"
